ChEMBL ID;Receptor;Species;Purchasable;No. records;Assay type;Min.;Average;Max.;Unit;Mol. weight;Rot. Bonds;H don;H acc;LogP;Smiles
CHEMBL368979;ccr5_human;Human;No;1;Funct;8.70;8.70;8.70;p(-log);633;12;1;7;5.1;CCN1C(=CC(=N1)CC2=CC=C(C=C2)OC(C)(C)C)C3CCN(CC3)CC4CN(CC4C5=CC(=CC=C5)F)C(C(=O)O)C(C)(C)C
CHEMBL1099015;cxcr4_human;Human;Yes;1;Funct;7.13;7.13;7.13;p(-log);310;7;1;4;1.7;C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3=CC=CC=N3
CHEMBL393069;ccr5_human;Human;Yes;1;Funct;5.43;5.43;5.43;p(-log);383;5;2;5;2.8;C1=CC(=C(C=C1F)F)COC2=C(C=C(C=C2)Br)C=NN=C(N)N
CHEMBL3704565;cxcr2_human;Human;No;1;Funct;7.60;7.60;7.60;p(-log);468;8;3;8;3.2;CC(C)C1=COC(=C1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C(=O)N(C)C
CHEMBL3704565;cxcr1_human;Human;No;1;Funct;6.49;6.49;6.49;p(-log);468;8;3;8;3.2;CC(C)C1=COC(=C1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=CC(=C4O)C(=O)N(C)C
CHEMBL257269;cxcr2_human;Human;No;1;Funct;6.46;6.46;6.46;p(-log);378;6;3;8;2.6;CC(CO)NC1=NC(=NC2=C1C=CC(=O)N2)SCC3=C(C(=CC=C3)F)F
CHEMBL207171;cxcr2_human;Human;No;1;Funct;7.00;7.00;7.00;p(-log);493;15;2;6;5.6;CCCCC1=CC(=NC(=N1)N2C=C(N=C2)C3=CC=CC=C3)NC(CC(C)C)C(=O)NCCCOCC
CHEMBL3310833;ccr4_human;Human;No;1;Funct;6.95;6.95;6.95;p(-log);444;5;2;6;2.2;COC1=C(C=C2C(=C1)N(C(=O)N2)C3COC3)NS(=O)(=O)C4=C(C(=CC=C4)Cl)Cl
CHEMBL388675;ccr2_mouse;Mouse;No;1;Funct;6.46;6.46;6.46;p(-log);583;5;1;9;7.5;CC1CN(CCC12C=CC3=CC=CC=C23)C4CCC(C4)(C(=O)NCC5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F)SC
CHEMBL388675;ccr2_human;Human;No;2;Funct;7.55;7.55;7.55;p(-log);583;5;1;9;7.5;CC1CN(CCC12C=CC3=CC=CC=C23)C4CCC(C4)(C(=O)NCC5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F)SC
CHEMBL172296;ccr5_human;Human;No;1;Funct;9.22;9.22;9.22;p(-log);637;11;1;6;5.7;CCN1C(=CC(=N1)CC2=CC=C(C=C2)C3=CC=CC=C3)C4CCN(CC4)CC5CN(CC5C6=CC(=CC=C6)F)C(C(=O)O)C(C)(C)C
CHEMBL594208;ccr5_human;Human;No;2;Funct;6.34;6.96;7.57;p(-log);538;7;0;7;3.0;CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC4(CN(C4)S(=O)(=O)C5CCCC5)C6=CC=CC=C6
CHEMBL2370130;cxcr4_human;Human;No;1;Funct;7.82;7.82;7.82;p(-log);2038;47;30;28;-8.0;C1CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C1)CCCCN)CCCCN)CCCN=C(N)N)CC3=CC=C(C=C3)O)NC(=O)C(CC4=CC5=CC=CC=C5C=C4)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=O)N)N)C(=O)NC(CCCN=C(N)N)C(=O)O)CCCNC(=O)N)CCCN=C(N)N)CC6=CC=C(C=C6)O
CHEMBL2326629;ccr4_human;Human;No;1;Funct;6.90;6.90;6.90;p(-log);506;8;2;8;3.1;CC(=O)NCC1=CC=CC(=N1)CN2C3=C(C(=CC=C3)OC)C(=N2)NS(=O)(=O)C4=CC=C(S4)Cl
CHEMBL3670799;ccr3_human;Human;No;1;Funct;8.22;8.22;8.22;p(-log);554;6;1;6;2.6;CC1=C(C=CC(=C1)CN2CCC(CC2)N3C(CCC3=O)C(=O)NC4=CC(=CC(=N4)C)C(=O)N5CCOCC5)Cl
CHEMBL247160;ccr3_human;Human;No;1;Funct;7.50;7.50;7.50;p(-log);579;8;0;6;6.3;CC1=C(C(=O)N(N1C)C2=CC=CC=C2)CN(CCC3=CC=C(C=C3)Cl)C4CCN(CC4)C(=O)C5=C(C=CC=C5F)F
CHEMBL2171025;ccr3_human;Human;No;1;Funct;6.50;6.50;6.50;p(-log);517;5;1;5;5.0;C1CN(CCC1N2CCC(CC2)OC3=CC(=C(C=C3)Cl)Cl)C(=O)C4=CC=C(C=C4)C5=NC(=O)ON5
CHEMBL496376;cxcr3_human;Human;No;1;Funct;7.22;7.22;7.22;p(-log);470;6;1;3;4.4;C1CC(CN(C1)CC(=O)N)(C2CCN(CC2)CC3=CC=C(C=C3)Br)C4=CC=CC=C4
CHEMBL1089849;ccr2_human;Human;No;1;Funct;5.12;5.12;5.12;p(-log);599;8;2;7;5.2;C1CN(CCC1CCN2CCC(C2)NC(=O)CNC(=O)C3=CC(=CC=C3)C(F)(F)F)C(=O)C4=CC(=C(C=C4)Cl)Cl
CHEMBL221961;ccr8_human;Human;No;1;Funct;7.80;7.80;7.80;p(-log);496;7;2;6;3.3;CC1=CC=CC=C1C(=O)NC2=CC=C(C3=CC=CC=C32)S(=O)(=O)NC4CCN(CC4)C(=O)COC
CHEMBL101165;ccr8_human;Human;Yes;1;Funct;5.48;5.48;5.48;p(-log);184;1;0;2;2.2;CC1=CC(=NC=C1)C2=NC=CC(=C2)C
CHEMBL101165;ccr5_human;Human;Yes;1;Funct;4.96;4.96;4.96;p(-log);184;1;0;2;2.2;CC1=CC(=NC=C1)C2=NC=CC(=C2)C
CHEMBL101165;ccr1_human;Human;Yes;2;Funct;4.00;4.72;5.44;p(-log);184;1;0;2;2.2;CC1=CC(=NC=C1)C2=NC=CC(=C2)C
CHEMBL137934;ccr5_human;Human;No;1;Funct;8.64;8.64;8.64;p(-log);542;6;0;5;5.3;CCON=C(C1CCN(CC1)C2(CCN(CC2)C(=O)C3=C(C=NC=C3C)C)C)C4=CC=C(C=C4)Br
CHEMBL423734;ccr1_human;Human;No;1;Funct;6.29;6.29;6.29;p(-log);414;6;1;5;4.0;C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(C#N)C3=CC(=CC=C3)[N+](=O)[O-]
CHEMBL3697096;cxcr3_human;Human;No;1;Funct;6.71;6.71;6.71;p(-log);592;12;1;8;1.5;CC(C1=CC2=C(C=C1)OCC2)N(CC3CCC(CC3)C(=O)O)CC4=CC(=C(C=C4)OCCN5C(=O)C=CN(C5=O)C)OC
CHEMBL399084;cxcr3_human;Human;No;2;Funct;6.94;7.62;8.30;p(-log);598;9;0;9;5.6;CCS(=O)(=O)CCN(C(C)C1=CC2=CC=CC=C2N=C1C3=CC=C(C=C3)C#N)C(=O)CC4=CC(=C(C=C4)F)C(F)(F)F
CHEMBL3115116;ccr2_human;Human;No;1;Funct;6.75;6.75;6.75;p(-log);509;5;1;9;1.6;COC1COCCC1NC2CC3CN(CC3(C2)C(=O)N4CCC5=NC=C(C=C5C4)C(F)(F)F)C6CC6
CHEMBL578192;cxcr3_mouse;Mouse;No;1;Funct;7.89;7.89;7.89;p(-log);654;8;0;10;5.1;CC(C1=C(N2C=CN=C(C2=N1)C3CC3)C4=CC=C(C=C4)C#N)N(CC5CCS(=O)(=O)CC5)C(=O)CC6=CC(=C(C=C6)C(F)(F)F)F
CHEMBL578192;cxcr3_human;Human;No;4;Funct;7.68;8.15;9.05;p(-log);654;8;0;10;5.1;CC(C1=C(N2C=CN=C(C2=N1)C3CC3)C4=CC=C(C=C4)C#N)N(CC5CCS(=O)(=O)CC5)C(=O)CC6=CC(=C(C=C6)C(F)(F)F)F
CHEMBL181528;ccr3_human;Human;No;1;Funct;8.10;8.10;8.10;p(-log);480;9;2;6;4.4;CCC1=CC(=CC(=C1)C2=NN=NN2C)NC(=O)NC3CCCN(C3)CCCCC4=CC=C(C=C4)F
CHEMBL236722;ccr2_human;Human;No;1;Funct;7.82;7.82;7.82;p(-log);540;6;2;7;3.2;C1CN(CCC1C2=CNC3=CC=CC=C32)C(C4CCN(CC4)C(=O)C=CC5=CC=C(C=C5)C(F)(F)F)C(=O)O
CHEMBL1939561;cxcr3_human;Human;No;3;Funct;6.60;7.09;7.38;p(-log);609;9;0;11;4.0;CCS(=O)(=O)CCN(C(C)C1=NC2=C(C=CC=N2)C(=O)N1C3=CC=C(C=C3)F)C(=O)CC4=CC(=C(C=C4)F)C(F)(F)F
CHEMBL2314050;ccr2_human;Human;No;1;Funct;5.25;5.25;5.25;p(-log);458;6;1;6;2.3;CC(C)OC1=CN=C2CCN(CC2=C1)C(=O)C34CCCC3CC(C4)NC5CCOCC5OC
CHEMBL3650388;ccr2_human;Human;No;1;Funct;5.82;5.82;5.82;p(-log);576;5;1;11;4.7;COC1COCCC1NC2CC3CCCC3(C2)C(=O)N4CC5CC4CN5C6=CC(=CC(=C6)C(F)(F)F)C(F)(F)F
CHEMBL3704558;cxcr2_human;Human;No;1;Funct;6.46;6.46;6.46;p(-log);479;7;3;9;2.8;CC1(COC1)C(C2=CC3=C(C=C2)OCO3)NC4=C(C(=O)C4=O)NC5=CC=CC(=C5O)C(=O)N(C)C
CHEMBL3704558;cxcr1_human;Human;No;1;Funct;5.65;5.65;5.65;p(-log);479;7;3;9;2.8;CC1(COC1)C(C2=CC3=C(C=C2)OCO3)NC4=C(C(=O)C4=O)NC5=CC=CC(=C5O)C(=O)N(C)C
CHEMBL3717006;cxcr5_human;Human;No;1;Funct;7.85;7.85;7.85;p(-log);351;5;2;3;4.6;CC1=CC=CC(=C1CC(C)C)C(=O)NC2(CC3=CC=CC=C3C2)C(=O)O
CHEMBL394859;ccr4_human;Human;No;1;Funct;7.10;7.10;7.10;p(-log);486;5;2;7;3.7;C1CC(NC1)C(=O)N2CCN(CC2)C3=NC4=C(C=CC=N4)C(=N3)NCC5=C(C=C(C=C5)Cl)Cl
CHEMBL3355239;cxcr2_human;Human;No;1;Funct;7.50;7.50;7.50;p(-log);426;5;3;4;3.6;CC1CCCC1C2=CC(=O)N=C(N2)NC3=C(C(=C(C=C3)Cl)S(=O)(=O)C(C)C)O
CHEMBL2180550;ccr1_human;Human;No;1;Funct;6.49;6.49;6.49;p(-log);429;6;2;3;4.2;CC(C)CC(C(=O)N1CCC(CC1)(C2=CC=C(C=C2)Cl)O)NC(=O)C3=CC=CC=C3
CHEMBL2381218;ackr3_human;Human;Yes;1;Funct;5.21;5.21;5.21;p(-log);440;6;1;5;4.1;CCN1CCCC1CNC(=O)CN2C3=CC=CC=C3SC(=CC4=CC=CC=C4F)C2=O
CHEMBL258360;ccr1_human;Human;No;2;Funct;6.29;6.38;6.46;p(-log);478;7;2;5;4.3;C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCNS(=O)(=O)C3=C(C(=CC=C3)Cl)Cl
CHEMBL217928;ccr3_human;Human;No;1;Funct;5.86;5.86;5.86;p(-log);536;10;2;8;5.0;CC(=O)C1=CC(=CC(=C1)NC(=O)NCCCC2CC(CCN2CC(F)(F)F)CC3=CC=C(C=C3)F)C(=O)C
CHEMBL2013226;ackr3_human;Human;No;1;Funct;7.10;7.10;7.10;p(-log);471;10;0;6;5.1;CC(=CC1=CC(=CC=C1)F)CN(CCC2CCCN2C)C(=O)C3=CC(=C(C(=C3)OC)OC)OC
CHEMBL387762;ccr6_human;Human;Yes;1;Funct;4.64;4.64;4.64;p(-log);97;0;1;2;-0.3;C1=CC(=O)NC1=O
CHEMBL2113067;cxcr4_human;Human;No;1;Funct;4.68;4.68;4.68;p(-log);713;12;9;7;1.2;C1C(=O)NC(C(=O)NC(C(=O)NC(C=CC(C(=O)N1)CC2=CC3=CC=CC=C3C=C2)CCCN=C(N)N)CCCN=C(N)N)CC4=CC=C(C=C4)O
CHEMBL99384;ccr8_human;Human;Yes;1;Funct;6.32;6.32;6.32;p(-log);236;0;0;2;3.9;CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C
CHEMBL99384;ccr5_human;Human;Yes;1;Funct;6.00;6.00;6.00;p(-log);236;0;0;2;3.9;CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C
CHEMBL99384;ccr1_human;Human;Yes;1;Funct;5.82;5.82;5.82;p(-log);236;0;0;2;3.9;CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C
CHEMBL404586;ccr3_human;Human;No;1;Funct;9.22;9.22;9.22;p(-log);523;9;3;7;3.3;CC(CC(NC(=O)C)N1CCCC(C1)CC2=CC=C(C=C2)F)NC(=O)NC3=CC=CC(=C3)C4=NN=NN4C
CHEMBL395772;cxcr3_human;Human;No;1;Funct;6.52;6.52;6.52;p(-log);528;8;0;8;4.8;CC(C1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)F)N(CCOC)C(=O)CC4=CC=C(C=C4)C(F)(F)F
CHEMBL437829;cxcr3_human;Human;No;1;Funct;6.10;6.10;6.10;p(-log);314;3;0;2;3.1;CN=C1N(C2=CC=CC=C2N1CC(=O)C3=CC=C(C=C3)Cl)C
CHEMBL410885;ccr8_human;Human;No;2;Funct;7.56;7.56;7.56;p(-log);443;5;0;5;4.1;C1CN(CCC12CCN(CC2)C(=O)C3=NC=NC=C3)CC4=CC(=CC=C4)OC5=CC=CC=C5
CHEMBL473759;ccr5_human;Human;Yes;1;Funct;9.29;9.29;9.29;p(-log);466;8;1;4;5.2;CC1=NN=C(N1C2CCN(CC2)C(C)CC(C3=CC=CC=C3)NC(=O)C4CCCCC4)C(C)C
CHEMBL1587764;ccr6_human;Human;Yes;1;Funct;4.76;4.76;4.76;p(-log);365;4;0;6;3.2;CC1=CC=CC=C1N2C(=O)CC(C2=O)SC3=NN=C(O3)C4=CC=CC=C4
CHEMBL2326609;ccr4_human;Human;No;2;Funct;5.30;6.20;7.10;p(-log);493;7;2;7;4.2;CC(=O)NCC1=CC=CC(=C1)CN2C3=C(C(=CC=C3)F)C(=N2)NS(=O)(=O)C4=CC=C(S4)Cl
CHEMBL183492;ccr5_human;Human;Yes;1;Funct;5.68;5.68;5.68;p(-log);454;9;1;2;6.1;C=CCN(C1CCN(CC1)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
CHEMBL93851;ccr5_human;Human;No;1;Funct;8.70;8.70;8.70;p(-log);560;9;0;4;6.1;CCN(C1CCN(CC1)CC2CN(CC2C3=CC=CC=C3)C(=O)C4=CC=CC=C4Cl)C(=O)OCC5=CC=CC=C5
CHEMBL2004847;ccr6_human;Human;Yes;1;Funct;4.45;4.45;4.45;p(-log);301;5;2;7;2.7;C1=CC(=CC=C1C(=O)O)NN=CC=CC2=CC=C(O2)[N+](=O)[O-]
CHEMBL179490;ccr3_human;Human;No;1;Funct;7.46;7.46;7.46;p(-log);513;5;0;5;5.0;COC1CN(CCC1CC2=CC(=C(C=C2)Cl)Cl)C3CCN(CC3)C(=O)C4=NC5=C(C=C4)C=NC=C5
CHEMBL50829;ccr3_human;Human;No;1;Funct;6.52;6.52;6.52;p(-log);398;9;2;3;4.5;C1CN(CCC1CC2=CC=C(C=C2)F)CCCNC(=O)NCCC3=CC=CC=C3
CHEMBL245190;cxcr2_human;Human;No;1;Funct;7.50;7.50;7.50;p(-log);399;7;4;11;2.2;C1=CC(=C(C(=C1)F)F)CSC2=NC3=C(C(=N2)NC(CO)CO)SC(=N3)N
CHEMBL359687;ccr5_human;Human;No;1;Funct;6.46;6.46;6.46;p(-log);562;10;0;6;5.4;CC1C(OC(=O)N1C2CCN(CC2)CCC(CN(C)S(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5
CHEMBL501383;ccr5_human;Human;Yes;1;Funct;7.22;7.22;7.22;p(-log);611;8;0;7;4.1;CCCCC1C(=O)N(CCC12CCN(CC2)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C)CC5CCN(CC5)C(=O)OC
CHEMBL3581278;ackr3_human;Human;No;1;Funct;4.64;4.64;4.64;p(-log);784;12;8;8;0.9;CN1C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C1=O)CC3=CC4=CC=CC=C4C=C3)CCCN=C(N)N)CCCN=C(N)N)CC5=CC=C(C=C5)O
CHEMBL2204245;ccr2_human;Human;No;1;Funct;6.51;6.51;6.51;p(-log);520;7;3;9;2.6;CN(C)C1=NC=C(C=C1)C2(CCC(CC2)N3CC(C3)NC(=O)CNC(=O)C4=CC(=CC=C4)C(F)(F)F)O
CHEMBL341758;ccr5_human;Human;No;2;Funct;8.09;8.09;8.09;p(-log);571;7;0;6;5.7;CC1=C(C(=NC=N1)C)C(=O)N2CCC(CC2)(C)N3CCC(CC3)C(=NOCC(C)C)C4=CC=C(C=C4)Br
CHEMBL2398749;ccr1_human;Human;No;1;Funct;8.59;8.59;8.59;p(-log);515;6;2;3;6.4;CC(C)C(C(=O)N1CCC(C(C1)(C)C)(C2=CC=C(C=C2)Cl)O)NC(=O)CC34CC5CC(C3)CC(C5)C4
CHEMBL234395;cxcr2_human;Human;No;1;Funct;5.29;5.29;5.29;p(-log);403;2;3;4;2.7;C1=CC(=CC=C1NC2=NS(=O)(=O)C3=C(N2)C(=CC(=C3)Cl)O)Br
CHEMBL443058;ccr2_human;Human;No;1;Funct;5.96;5.96;5.96;p(-log);461;5;3;4;1.6;C1CN(CCC1C2=CNC3=CC=CC=C32)C(C4CCN(CC4)C(=O)NC5=CC=CC=C5)C(=O)O
CHEMBL255408;ccr2_human;Human;No;6;Funct;5.50;6.72;7.70;p(-log);440;6;2;6;3.8;C1CN(CC1NC(=O)CNC(=O)C2=CC(=CC=C2)C(F)(F)F)CC3=CC=C(C=C3)Cl
CHEMBL432360;ccr5_human;Human;No;1;Funct;9.13;9.13;9.13;p(-log);620;13;1;7;5.1;CN(CC(CCN1CCC(CC1)N(CC=C)C(=O)NCC2=CC=C(C=C2)[N+](=O)[O-])C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4
CHEMBL387954;ccr2_human;Human;Yes;1;Funct;5.00;5.00;5.00;p(-log);339;4;1;5;4.0;C1CN(CC1NC2=CC=CC3=C2C=CN=C3)CC4=C(C=CC=C4F)F
CHEMBL3311396;cxcr2_human;Human;No;1;Funct;5.85;5.85;5.85;p(-log);373;4;1;4;3.4;C1CC1C2=C(C(=O)N=C(N2)SCC3=C(C(=CC=C3)F)F)Br
CHEMBL1681873;cxcr3_human;Human;No;1;Funct;6.20;6.20;6.20;p(-log);502;5;0;5;4.5;CC1CN(CCN1C2CCN(CC2)CC3=CC=C(C=C3)Cl)C4=C(C=C(C=N4)C(=O)N5CCC5)Cl
CHEMBL2180532;ccr1_human;Human;No;1;Funct;6.73;6.73;6.73;p(-log);397;5;1;2;4.6;CC(C)C(C(=O)N1CCC(=CC1)C2=CC=C(C=C2)Cl)NC(=O)C3=CC=CC=C3
CHEMBL1092343;ccr2_human;Human;No;2;Funct;5.45;6.11;6.77;p(-log);546;8;2;8;3.0;CC1=CC=CC(=C1)C(=O)N2CCN(CC2)CCN3CCC(C3)NC(=O)CNC(=O)C4=CC(=CC=C4)C(F)(F)F
CHEMBL82838;ccr5_human;Human;No;2;Funct;5.70;6.31;6.92;p(-log);565;9;0;7;7.0;CN(CC(CCN1CCC(CC1)C2=CC(=CC=C2)C(F)(F)F)C3=CC(=CC=C3)Cl)S(=O)(=O)C4=CC=CC=C4
CHEMBL1681859;cxcr3_human;Human;No;1;Funct;4.90;4.90;4.90;p(-log);476;5;1;5;4.2;CC1CN(CCN1C2CCN(CC2)C3=C(C=C(C=N3)C(=O)NC)Cl)CC4=CC=C(C=C4)Cl
CHEMBL3355935;ccr3_mouse;Mouse;No;1;Funct;6.68;6.68;6.68;p(-log);413;7;2;4;5.8;CCC1=C(C2=C(N1)C=C(C=C2)F)C3CCN(CC3)CCCSC4=CC=C(C=C4)O
CHEMBL3355935;ccr3_rat;Rat;No;1;Funct;5.64;5.64;5.64;p(-log);413;7;2;4;5.8;CCC1=C(C2=C(N1)C=C(C=C2)F)C3CCN(CC3)CCCSC4=CC=C(C=C4)O
CHEMBL3355935;ccr3_human;Human;No;1;Funct;7.11;7.11;7.11;p(-log);413;7;2;4;5.8;CCC1=C(C2=C(N1)C=C(C=C2)F)C3CCN(CC3)CCCSC4=CC=C(C=C4)O
CHEMBL71499;ccr1_human;Human;No;2;Funct;5.15;5.20;5.25;p(-log);550;11;2;7;3.5;CC(C)(CCC(CC(C(CC1=CC=CC=C1)NC(=O)C2=NC3=CC=CC=C3N=C2)O)C(=O)N4CCN(CC4)C)F
CHEMBL182682;ccr5_human;Human;No;1;Funct;6.19;6.19;6.19;p(-log);487;10;0;4;5.6;CN(C1CCN(CC1)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)CC4=CC(=C(C=C4)OC)OC
CHEMBL404250;cxcr2_human;Human;No;1;Funct;7.76;7.76;7.76;p(-log);451;7;3;10;3.6;CCC(C1=CC=C(O1)C(F)(F)F)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C
CHEMBL404250;cxcr1_human;Human;No;1;Funct;5.22;5.22;5.22;p(-log);451;7;3;10;3.6;CCC(C1=CC=C(O1)C(F)(F)F)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C
CHEMBL3658303;cxcr2_human;Human;No;1;Funct;6.01;6.01;6.01;p(-log);485;6;1;6;5.5;C1=CC(=CC=C1NC(=O)C2=CN=C(C=C2)SCC(=O)C3=CC4=C(O3)C=C(C=C4)Br)F
CHEMBL411956;ccr3_human;Human;No;1;Funct;8.52;8.52;8.52;p(-log);486;7;3;5;3.7;C1CN(CCC1CC2=CC=C(C=C2)F)CC3=C(C=CC=C3NC(=O)NC4=CC=CC(=C4)C#N)C(=O)N
CHEMBL255687;ccr2_human;Human;No;1;Funct;5.32;5.32;5.32;p(-log);539;7;1;6;5.4;CN(C)CC(C1CCN(CC1)C(=O)C=CC2=CC(=C(C(=C2)F)F)F)N3CCC(CC3)C4=CNC5=CC=CC=C54
CHEMBL398001;ccr2_mouse;Mouse;No;1;Funct;6.55;6.55;6.55;p(-log);621;9;1;8;9.8;CCCCCCC1(CCC(C1)N2CCC3(C=CC4=CC=CC=C43)C(C2)C)C(=O)NCC5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F
CHEMBL398001;ccr2_human;Human;No;1;Funct;6.64;6.64;6.64;p(-log);621;9;1;8;9.8;CCCCCCC1(CCC(C1)N2CCC3(C=CC4=CC=CC=C43)C(C2)C)C(=O)NCC5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F
CHEMBL389926;ccr2_human;Human;Yes;1;Funct;4.77;4.77;4.77;p(-log);338;4;1;3;4.4;C1CN(CC1NC2=CC=CC3=C2C=CN=C3)CC4=CC=CC=C4Cl
CHEMBL1951770;ccr2_human;Human;No;2;Funct;8.37;8.45;8.52;p(-log);491;6;3;8;2.5;C1CC(CCC1N2CCC(C2)NC(=O)CNC(=O)C3=CC(=CC=C3)C(F)(F)F)(C4=CC=NC=C4)O
CHEMBL2315940;ccrl2_human;Human;No;1;Funct;7.64;7.64;7.64;p(-log);531;6;3;11;3.3;C1CC(CCC1N2CC(C2)NC(=O)CNC3=C4C=C(C=CC4=NC(=C3)C#N)C(F)(F)F)(C5=CN=CS5)O
CHEMBL2315940;ccr2_human;Human;No;1;Funct;7.64;7.64;7.64;p(-log);531;6;3;11;3.3;C1CC(CCC1N2CC(C2)NC(=O)CNC3=C4C=C(C=CC4=NC(=C3)C#N)C(F)(F)F)(C5=CN=CS5)O
CHEMBL243114;cxcr3_human;Human;No;1;Funct;5.66;5.66;5.66;p(-log);388;6;2;2;5.1;C1CN(CCC1NC(=O)NC2=CC3=CC=CC=C3C=C2)CCCC4=CC=CC=C4
CHEMBL2058073;ccr3_human;Human;No;1;Funct;7.52;7.52;7.52;p(-log);543;6;2;4;6.2;CC(C)C1=CC=CC=C1NC(=O)C2CCCN2C(=O)NC3CC4CCC(C3)N4CC5=CC6=C(C=C5)C=C(C=C6)F
CHEMBL367897;ccr5_human;Human;No;1;Funct;9.30;9.30;9.30;p(-log);590;12;2;7;4.0;CCC(C)C(C(=O)O)N1CC(C(C1)C2=CC(=CC=C2)F)CN3CCC(CC3)C4=CC(=NN4CC)CC5=CC(=CC=C5)NC
CHEMBL3697150;cxcr3_human;Human;No;1;Funct;6.75;6.75;6.75;p(-log);523;12;1;8;0.2;CC(C1=CC2=C(C=C1)OCC2)N(CC3CC3C(=O)O)CC4=CC(=C(C=C4)OCCN5C(=O)CCC5=O)OC
CHEMBL92147;ccr5_human;Human;No;1;Funct;7.05;7.05;7.05;p(-log);592;8;0;6;5.5;CN(CC(CCN1CCC2(CC1)CS(=O)C3=CC=CC=C23)C4=CC(=CC(=C4)Cl)Cl)S(=O)(=O)C5=CC=CC=C5
CHEMBL379834;ccr8_human;Human;No;1;Funct;7.22;7.22;7.22;p(-log);544;9;3;7;1.7;COC1=CC=CC=C1OC2=CC=CC(=C2)CN3CCC(CC3)(C(=O)O)NC(=O)C4(CCNCC4)C5=CC=CC=C5
CHEMBL2018386;ccr2_mouse;Mouse;No;1;Funct;8.40;8.40;8.40;p(-log);566;13;6;8;3.8;CCCC(C(CNCC1=C(C=C(C=C1)C)C)NC(=O)CNC(=O)C2=C(C=CC(=C2)C(F)(F)F)NC(=O)NCC)O
CHEMBL2018386;ccr5_mouse;Mouse;No;1;Funct;7.07;7.07;7.07;p(-log);566;13;6;8;3.8;CCCC(C(CNCC1=C(C=C(C=C1)C)C)NC(=O)CNC(=O)C2=C(C=CC(=C2)C(F)(F)F)NC(=O)NCC)O
CHEMBL2018386;ccr2_human;Human;No;3;Funct;7.62;8.17;8.44;p(-log);566;13;6;8;3.8;CCCC(C(CNCC1=C(C=C(C=C1)C)C)NC(=O)CNC(=O)C2=C(C=CC(=C2)C(F)(F)F)NC(=O)NCC)O
CHEMBL303503;ccr5_human;Human;No;1;Funct;7.31;7.31;7.31;p(-log);645;6;0;7;6.0;CC1CN(CCN1C(C)C2=CC=C(C=C2)S(=O)(=O)C3=CC4=C(C=C3)OCO4)C5CCN(CC5)C(=O)C6=C(C=CC=C6Cl)Cl
CHEMBL1172048;ccr5_human;Human;Yes;1;Funct;8.96;8.96;8.96;p(-log);613;9;2;7;4.9;C=CCN(C1CCN(CC1)CC2CN(CC2(C3=CC=CC=C3)O)C(=O)C4CCCC4)C(=O)NCC5=CC=C(C=C5)C(F)(F)F
CHEMBL287320;ccr3_human;Human;No;1;Funct;4.90;4.90;4.90;p(-log);563;6;1;6;6.2;C1CN(CC2=CC=CC=C21)C(=O)C3=CSC(=N3)C(CC4=CC=C(C=C4)[N+](=O)[O-])NC(=O)C5=CC=CC6=CC=CC=C65
CHEMBL449621;ccr5_human;Human;Yes;1;Funct;7.52;7.52;7.52;p(-log);596;9;0;6;5.2;CCCCC1C(=O)N(CCC12CCN(CC2)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C)CC5CCC(CC5)OCC
CHEMBL1078711;ccr5_human;Human;Yes;1;Funct;7.62;7.62;7.62;p(-log);580;7;0;7;4.8;CCCCC1CN(C(=O)OC12CCN(CC2)C3(CCN(CC3)C(=O)C4=C(C=C(N=C4C)C#N)C)C)CC5CCOCC5
